title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue,return
Mr. Peabody & Sherman,2014-02-07,2014,9.493838,861.0,6.7,"['Ty Burrell', 'Max Charles', 'Ariel Winter', 'Allison Janney', 'Ellie Kemper', 'Stephen Colbert', 'Stephen Tobolowsky', 'Karan Brar', 'Joshua Rush', 'Adam Alexi-Malle', 'Stanley Tucci', 'Lauri Fraser', 'Leslie Mann', 'Lake Bell', 'Guillaume Aretos', 'Pat Musick', 'Dennis Haysbert', 'Zach Callison', 'Steve Valentine', 'Leila Birch', 'Patrick Warburton', 'Tom McGrath', 'Mel Brooks', 'Cullen McCarthy', 'Jasper Johannes Andrews', 'Walt Dohrn', 'Kim Bubbs', 'Nicholas Guest', 'Thomas Lennon', 'Rob Minkoff', 'Al Rodrigo', 'Jess Harnell', 'Ava Acres', 'Newell Alexander', 'Rosemary Alexander', 'Steve Alterman', 'Stephen Apostolina', 'Eva Bella', 'Blake Bertrand', 'Mitch Carter', 'David Cowgill', 'Jeff Fischer', 'Donald Fullilove', 'Jackie Gonneau', 'Rif Hutton', 'Molly Jackson', 'Luisa Leschin', 'Hope Levy', 'Scott Menville', 'Raymond Ochoa', 'Ben Garant']",Rob Minkoff,145000000.0,272912430.0,1.8821546896551724
The Names of Love,2010-11-24,2010,4.786783,94.0,7.3,"['Jacques Gamblin', 'Sara Forestier', 'Zinedine Soualem', 'Jacques Boudet', 'Carole Franck', 'Michèle Moretti', 'Julia Vaidis-Bogard', 'Nabil Massad', 'Zakariya Gouram', 'Adrien Stoclet', 'Camille Gigot', 'Laura Genovino', 'Rose Marit', 'Yann Goven', 'Camille Chalons', 'Delphine Baril']",Michel Leclerc,4600000.0,0.0,0.0
King of Devil's Island,2010-12-16,2010,4.167899,67.0,7.2,"['Stellan Skarsgård', 'Benjamin Helstad', 'Kristoffer Joner', 'Trond Nilssen', 'Morten Løvstad', 'Daniel Berg', 'Odin Gineson Brøderud', 'Magnar Botten', 'Magnus Langlete', 'Markus', 'Agnar Jeger Holst', 'Tommy Jakob Håland', 'Richard Safin', 'Frank-Thomas Andersen', 'Martin Slaatto', 'Ellen Dorrit Petersen', 'Ragnhild Vannebo', 'Per Gørvell', 'Kirsti Asskildt', 'Julian Karlsson', 'Kimmo Rajala']",Marius Holst,10000000.0,0.0,0.0
Testament,1983-11-04,1983,8.923953,29.0,6.3,"['Jane Alexander', 'William Devane', 'Kevin Costner', 'Ross Harris', 'Roxana Zal', 'Lukas Haas', 'Philip Anglim', 'Lilia Skala', 'Leon Ames', 'Lurene Tuttle', 'Rebecca De Mornay', 'Mako']",Lynne Littman,1500000.0,2044892.0,1.3632613333333334
Under Siege 2: Dark Territory,1995-07-13,1995,7.490247,217.0,5.6,"['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl', 'Моррис Честнат', 'Peter Greene', 'Patrick Kilpatrick', 'Scott Sowers', 'Afifi Alaouie', 'Andy Romano', 'Brenda Bakke', 'Sandra Taylor']",Geoff Murphy,60000000.0,104324083.0,1.7387347166666667
The Ardennes,2015-10-14,2015,5.174641,44.0,7.2,"['Jeroen Perceval', 'Veerle Baetens', 'Kevin Janssens', 'Eric Godon', 'Jan Bijvoet', 'Peter van den Begin', 'Sam Louwyck', 'Viviane de Muynck', 'Rachid El Ghazaoui', 'Nico Sturm', 'Luc Nuyens', 'Brit Van Hoof', 'Uwamungu Cornelis', 'Caroline Stas', 'Jacqueline Pluche', 'Andreas Perschewski', 'Joel Gosset', 'Olivier Bony', 'Dominique Van Malder', 'Kuno Bakker']",Robin Pront,2200000.0,0.0,0.0
La Chance de ma vie,2011-01-05,2011,4.105063,79.0,5.6,"['Virginie Efira', 'François-Xavier Demaison', 'Raphaël Personnaz', 'Thomas Ngijol', 'Brigitte Roüan', 'Yves Jacques', 'Marie-Christine Adam', 'Elie Semoun', 'Francis Perrin', 'Jean-Claude Tran', 'Armelle Deutsch', 'Bérangère McNeese', 'Frank Molinaro', 'Patrick Ridremont']",Nicolas Cuche,5000000.0,0.0,0.0
Madagascar,2005-05-25,2005,16.136217,3322.0,6.6,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen', 'Paco León', 'Cedric the Entertainer', 'Andy Richter', 'Tom McGrath', 'Christopher Knights', 'Chris Miller', 'Conrad Vernon', 'Eric Darnell', 'David Cowgill', 'Elisa Gabrielli', 'Stephen Apostolina', 'Devika Parikh', 'David P. Smith', 'Cody Cameron', 'Bob Saget', 'Jeffrey Katzenberg']",Eric Darnell,75000000.0,532680671.0,7.1024089466666664
102 Dalmatians,2000-10-07,2000,7.668752,327.0,5.1,"['Glenn Close', 'Ioan Gruffudd', 'Alice Evans', 'Tim McInnerny', 'Gérard Depardieu']",Kevin Lima,85000000.0,183611771.0,2.160138482352941
Captain America: The First Avenger,2011-07-22,2011,19.323582,7174.0,6.6,"['Chris Evans', 'Hugo Weaving', 'Tommy Lee Jones', 'Hayley Atwell', 'Sebastian Stan', 'Dominic Cooper', 'Samuel L. Jackson', 'Stanley Tucci', 'Toby Jones', 'Natalie Dormer', 'Amanda Righetti', 'Richard Armitage', 'Bruno Ricci', 'Neal McDonough', 'Derek Luke', 'Kenneth Choi', 'J. J. Feild', 'Stan Lee', 'Michael Brandon', 'Martin Sherman', 'William Hope', 'Lex Shrapnel', 'Oscar Pearce', 'Nicholas Pinnock', 'Marek Oravec', 'David Bradley', 'Leander Deeny', 'Sam Hoare', 'Jenna Coleman', 'Sophie Colquhoun', 'Simon Kunz', ""Kieran O'Connor"", 'Doug Cockle', 'Ben Batt', 'Mollie Fitzgerald', 'Damon Driver', 'David McKail', 'Amanda Walker', 'Richard Freeman', 'Katherine Press', 'Sergio Covino', 'Marcello Walton', 'Anatole Taubman', 'Jan Pohl', 'Erich Redman', 'Rosanna Hoult', 'Naomi Slights', 'Kirsty Mather', 'Laura Haddock', 'James Payton', 'Ronan Raftery', 'Nick Hendrix', 'Luke Allen-Gale', 'Jack Gordon', 'Ben Uttley', 'Patrick Monckeberg']",Joe Johnston,140000000.0,370569774.0,2.646926957142857
Knock Knock,2015-06-26,2015,11.898793,880.0,4.9,"['Keanu Reeves', 'Lorenza Izzo', 'Ana de Armas', 'Aaron Burns', 'Colleen Camp', 'Ignacia Allamand', 'Antonio Quercia', 'Dan Baily', 'Megan Baily']",Eli Roth,2500000.0,6341684.0,2.5366736
Trust the Man,2005-09-01,2005,10.184628,29.0,5.5,"['David Duchovny', 'Julianne Moore', 'Billy Crudup', 'Maggie Gyllenhaal', 'Justin Bartha', 'Eva Mendes', 'Ellen Barkin', 'Garry Shandling', 'Sterling K. Brown', 'Liam Broggy', 'Dagmara Domińczyk', 'Jim Gaffigan', 'James Le Gros']",Bart Freundlich,9000000.0,0.0,0.0
The Monkey King,2014-01-09,2014,6.793767,52.0,4.8,"['Donnie Yen', 'Aaron Kwok', 'Joe Chen', 'Chow Yun-fat', 'Peter Ho', 'Monica Mok', 'Kelly Chen', 'Gigi Leung', 'Fan Siu-Wong', 'Eddie Cheung Siu-Fai', 'Hai Yi-Tian', 'Cecilia Cheung', 'Liu Hua', 'Calvin Cheng', 'Him Law', 'Xia Zitong', 'Li Jing', 'Cathy Leung Yue-Yan', 'Irene Wong', 'Zhang Zilin']",Soi Cheang,82000000.0,0.0,0.0
Street Kings,2008-04-10,2008,13.246795,369.0,6.3,"['Keanu Reeves', 'Forest Whitaker', 'Chris Evans', 'Hugh Laurie', 'Martha Higareda', 'Cedric the Entertainer', 'Naomie Harris', 'Common', 'Angela Sun', 'Cle Shaheed Sloan', 'Jayceon Terrell Taylor', 'Michael Monks', 'Jay Mohr', 'Terry Crews', 'Game', 'Kate Clarke', 'John Corbett', 'Amaury Nolasco', 'Noel Gugliemi', 'Michael Monks', 'Clifton Powell', 'Daryl Gates', 'Kenneth Choi', 'Wally Rudolph', 'Garret Sato', 'Kerry Wong', 'Aaron McPherson', 'Paul Anthony Barreras', 'Yonda Davis', 'Siobhan Parisi', 'Emilio Rivera', 'Michael D. Roberts', 'Kami Jones', 'Jernard Burks', 'Kevin Benton', 'Amy Dudgeon', 'Genesis Codina', 'Michaela Pereira', 'Jaime FitzSimons', 'Joanne Chew', 'Kel Ann Hsieh', 'Patrick Gallagher', 'Kirstin Pierce', 'Carlos Amezcua', 'David Ayer', 'Candice A. Buenrostro', 'Daniel Van Dyke', 'Masen Faison']",David Ayer,20000000.0,65569869.0,3.27849345
The Little Prince,2015-07-29,2015,11.376954,771.0,7.6,"['Jeff Bridges', 'Rachel McAdams', 'Paul Rudd', 'Marion Cotillard', 'James Franco', 'Benicio del Toro', 'Ricky Gervais', 'Bud Cort', 'Paul Giamatti', 'Riley Osborne', 'Albert Brooks', 'Mackenzie Foy', 'Guillaume Canet', 'Vincent Cassel', 'André Dussollier', 'Florence Foresti', 'Guillaume Gallienne', 'Laurent Lafitte', 'Vincent Lindon', 'Pascal Légitimus']",Mark Osborne,64000000.0,97571250.0,1.52455078125
The Da Vinci Code,2006-05-17,2006,18.566706,2773.0,6.5,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Paul Bettany', 'Jean Reno', 'Alfred Molina', 'Jürgen Prochnow', 'Jean-Yves Berteloot', 'Jean-Pierre Marielle', 'Marie-Françoise Audollent', 'Agathe Natanson', 'Tina Maskell', 'Peter Pedrero', 'Seth Gabel', 'Etienne Chicot', 'Mark Roper', 'Andy Robb', ""Dhaffer L'Abidine""]",Ron Howard,125000000.0,767820459.0,6.142563672
Hero,1992-10-02,1992,5.584089,100.0,6.3,"['Dustin Hoffman', 'Geena Davis', 'Andy García', 'Joan Cusack', ""Kevin J. O'Connor"", 'Maury Chaykin', 'Stephen Tobolowsky', 'Tom Arnold', 'Richard Riehle', 'Martin Starr', 'Chevy Chase']",Stephen Frears,42000000.0,0.0,0.0
City of God,2002-02-05,2002,14.95927,1852.0,8.2,"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Roberta Rodrigues', 'Luis Otávio', 'Darlan Cunha', 'Thiago Martins', 'Gero Camilo', 'Daniel Zettel', 'Charles Paraventi', 'Danielle Ornelas', 'Micael Borges', 'Lúcio Andrey', 'Marcello Melo Jr.', 'Babú Santana', 'Mary Sheila', 'Paulo Lins', 'Olivia Araújo', 'Graziella Moretto', 'Tulé Peak', 'Kikito Junqueira']",Fernando Meirelles,3300000.0,30641770.0,9.28538484848485
Fire with Fire,2012-08-31,2012,10.999209,223.0,5.6,"['Bruce Willis', 'Josh Duhamel', 'Rosario Dawson', ""Vincent D'Onofrio"", '50 Cent', 'Richard Schiff', 'Vinnie Jones', 'James Lesure', 'Arie Verveen', 'Bonnie Somerville', 'Nnamdi Asomugha', 'Kevin Dunn', 'Danny Epper', 'Scott A. Martin', 'Eric Winter', 'Lydia Hull', 'Quinton Jackson']",David Barrett,20000000.0,4636169.0,0.23180845
I'll Be Home for Christmas,1998-11-12,1998,3.366048,65.0,5.2,"['Jonathan Taylor Thomas', 'Jessica Biel', 'Adam LaVorgna', 'Gary Cole', 'Eve Gordon', 'Lauren Maltby', ""Sean O'Bryan"", 'Kathleen Freeman']",Arlene Sanford,30000000.0,0.0,0.0
20 Feet from Stardom,2013-06-14,2013,8.283621,85.0,7.4,"['Bette Midler', 'Mick Jagger', 'Sting', 'Sheryl Crow', 'Bruce Springsteen', 'Stevie Wonder', 'Darlene Love', 'Lou Adler', 'Stevvi Alexander', 'Patti Austin', 'Chris Botti', 'Merry Clayton', 'Lisa Fischer', 'Lynn Mabry', 'Ula Hedwig']",Morgan Neville,1000000.0,0.0,0.0
Devdas,2002-07-12,2002,4.641126,78.0,7.4,"['Shah Rukh Khan', 'Madhuri Dixit', 'Aishwarya Rai Bachchan', 'Jackie Shroff', 'Smita Jaykar', 'Manoj Joshi', 'Ananya Khare', 'Milind Gunaji', 'Dina Pathak', 'Kirron Kher', 'Tiku Talsania', 'Ava Mukherjee', 'Jaya Bhattacharya', 'Sunil Rege', 'Vijay Crishna', 'Amardeep Jha', 'Apara Mehta', 'Muni Jha', 'Radhika Singh', 'Vijayendra Ghatge']",Sanjay Leela Bhansali,12500000.0,0.0,0.0
Letters from Iwo Jima,2006-12-19,2006,11.649588,553.0,7.2,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryo Kase', 'Shidou Nakamura', 'Hiroshi Watanabe', 'Eijiro Ozaki', 'Lucas Elliot Eberl', 'Yuki Matsuzaki', 'Hiro Abe', 'Sonny Saito', 'Steve Santa Sekiyoshi', 'Toshiya Agata', 'Toshi Toda', 'Ken Kensei', 'Ikuma Ando', 'Akiko Shima', 'Masashi Nagadoi']",Clint Eastwood,19000000.0,68673228.0,3.6143804210526316
Upside Down,2012-09-27,2012,7.37535,1094.0,6.2,"['Kirsten Dunst', 'Jim Sturgess', 'Timothy Spall', 'James Kidnie', ""Holly O'Brien"", 'Blu Mankuma', 'Nicholas Rose', 'Vlasta Vrána', 'Kate Trotter', 'Janine Theriault', 'Vincent Messina', 'Cole K. Mickenzie', 'Paul Ahmarani', 'Carolyn Guillet', 'Jesse Sherman', 'Francis B. Goldberg', 'Francois Cote', 'Elliott Larson', 'Maurane Arcand', 'Heidi Hawkins', 'Don Jordan', 'Miranda Handford', 'Pablo Verón', 'Edward Langham', 'Holden Wong', 'Keir Cutler', 'Alexander Bisping', 'George Mantis', 'Jayne Heitmeyer', 'John Maclaren', 'Robert Higden', 'Noël Burton', 'Jean-Marc Dalphond', 'Larry Day', 'Paul van Dyck', 'Patrick Costello', 'Pierre Leblanc', 'David Alexandre', 'Alan Fawcett', 'Francine Pilote', 'Angie Larocque', 'Matt Holland', 'Emma Stevens', 'Richard Zeman', 'Al Dubois']",Juan Diego Solanas,60000000.0,8106475.0,0.13510791666666666
Striking Distance,1993-09-17,1993,13.390917,223.0,5.4,"['Bruce Willis', 'Sarah Jessica Parker', 'Dennis Farina', 'Tom Sizemore', 'Brion James', 'Robert Pastorelli', 'Timothy Busfield', 'John Mahoney', 'Andre Braugher', 'Tom Atkins', 'Jeffrey J. Stephen']",Rowdy Herrington,30.0,0.0,0.0
The Collector,2009-07-09,2009,6.727804,365.0,6.3,"['Josh Stewart', 'Michael Reilly Burke', 'Andrea Roth', 'Juan Fernández', 'Madeline Zima', 'Karley Scott Collins', 'Robert Wisdom', 'Daniella Alonso', 'Haley Pullos', 'Diane Ayala Goldner', 'Alex Feldman', 'Krystal Mayo', 'Gregory Alan Williams', 'Michael Showers', 'Bill Stinchcomb', 'Brett Forbes', 'Eric Kelly McFarland', 'Jabari Thomas', 'Hiro Koda', 'Colvin Roberson', 'John Snell', 'Jon Dainty', 'William Morse', 'David Pitt', 'Philip Poth', 'Patrick Rizzotti', 'Tom Gulager']",Marcus Dunstan,3400000.0,114000000.0,33.529411764705884
Purge,2012-09-07,2012,6.082938,23.0,6.7,"['Laura Birn', 'Liisi Tandefelt', 'Amanda Pilke', 'Peter Franzén', 'Krista Kosonen', 'Tommi Korpela', 'Kristjan Sarv', 'Jarmo Mäkinen', 'Jaanika Arum']",Antti Jokinen,3100000.0,0.0,0.0
The Heartbreak Kid,2007-10-05,2007,9.149612,414.0,5.7,"['Ben Stiller', 'Malin Åkerman', 'Michelle Monaghan', 'Jerry Stiller', 'Rob Corddry', 'Mae LaBorde', 'Carlos Mencia', 'Scott Wilson', 'Polly Holliday', 'Danny McBride', 'Roy Jenkins', 'Stephanie Courtney', 'Natalie Carter', 'Nicol Paone']",Bobby Farrelly,60000000.0,127766650.0,2.1294441666666666
Railroad Tigers,2016-12-23,2016,3.798504,22.0,6.2,"['Jackie Chan', 'Andy Lau', 'Huang Zitao', 'Darren Wang', 'Nick Wang', 'Zhang Lan-Xin', 'Xu Fan', 'Hiroyuki Ikeuchi']",Ding Sheng,50000000.0,102205175.0,2.0441035
Be Cool,2005-03-04,2005,13.314233,296.0,5.4,"['John Travolta', 'Uma Thurman', 'Vince Vaughn', 'Cedric the Entertainer', 'André Benjamin', 'Steven Tyler', 'Robert Pastorelli', 'Christina Milian', 'Paul Adelstein', 'Debi Mazar', 'Gregory Alan Williams', 'Harvey Keitel', 'Dwayne Johnson', 'Danny DeVito', 'James Woods', 'Anthony J. Ribustello', 'Wyclef Jean', 'Fred Durst', 'Sérgio Mendes', 'Gene Simmons', 'RZA', 'Joe Perry', 'Anna Nicole Smith', 'Alex Kubik', 'Darren Carter', 'Carol Duboc', 'Minae Noji', 'Arielle Kebbel', 'Kimberly J. Brown', 'Margaret Travolta', 'Scott Adsit', 'Brian Christensen', 'Nick Loren', 'Craig Susser', 'George Fisher', 'Sahar Simmons', 'Serdar Kalsin', 'Russ Irwin', 'Joey Kramer', 'Brad Whitford', 'Tom Hamilton', 'Joyce Tolbert', 'Noelle Scaggs', 'Will.i.am', 'Fergie', 'Apl.de.Ap ', 'Taboo', 'Carmen Getit', 'Steve Lucky', 'Kimberly Wyatt', 'Kasey Campbell', 'Ashley Roberts', 'Nicole Scherzinger', 'Shanell Woodgett', 'Clifford McGhee', 'Christopher Toler', ""Ivan 'Flipz' Velez"", 'Donyelle Denise Jones', 'Gustavo Vargas']",F. Gary Gray,53000000.0,95226116.0,1.7967191698113207
Iron Man,2008-04-30,2008,22.073099,8951.0,7.4,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Shaun Toub', 'Gwyneth Paltrow', 'Faran Tahir', 'Paul Bettany', 'Leslie Bibb', 'Clark Gregg', 'Will Lyman', 'Jon Favreau', 'Samuel L. Jackson', 'Stan Lee', 'Tom Morello', 'Jim Cramer', 'Sayed Badreya', 'Bill Smitrovich', 'Peter Billingsley', 'Tim Guinee', 'Marco Khan', 'Daston Kalili', 'Ido Ezra', 'Kevin Foster', 'Garret Noël', 'Eileen Weisinger', 'Ahmed Ahmed', 'Fahim Fazli', 'Gerard Sanders', 'Tim Rigby', 'Russell Richardson', 'Nazanin Boniadi', 'Thomas Craig Plumer', 'Robert Berkman', 'Stacy Stas', 'Lauren Scyphers', 'Frank Nyi', 'Marvin Jordan', 'Donna Evans', 'Reid Harper', 'Summer Kylie Remington', 'Ava Rose Williams', 'Vladimir Kubr', 'Callie Croughwell', 'Javan Tahir', 'Sahar Bibiyan', ""Patrick O'Connell"", 'Adam Harrington', 'Meera Simhan', 'Ben Newmark', 'Ricki Lander', 'Jeannine Kaspar', 'Sarah Cahill', 'Justin Rex', 'Zorianna Kit', 'Lana Kinnear', 'Nicole Lindeblad', 'Masha Lund', 'Gabrielle Tuite', 'Tim Griffin', 'Joshua Harto', 'Micah A. Hauptman', 'James Bethea', 'Jeffrey Ashkin', 'Russell Bobbitt', 'Vianessa Castaños', 'Mike Cochrane', 'Crystal Marie Denha', 'Mellany Gandara', 'Halla', 'Rodrick Hersh', 'Kristin J. Hooper', 'Chris Jalandoni', 'Steve Janousek', 'Laura Liguori', 'Flavia Manes Rossi', 'Anthony Martins', 'Robert McMurrer', 'James M. Myers', 'America Olivo', 'Sylvette Ortiz', 'Brett Padelford', 'Ajani Perkins', 'Chris Reid', 'Toi Rose', 'George F. Watson', 'David Zyler', 'Nick W. Nicholson']",Jon Favreau,140000000.0,585174222.0,4.179815871428572
Star Trek: Nemesis,2002-12-13,2002,11.367801,488.0,6.1,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn', 'Gates McFadden', 'Marina Sirtis', 'Tom Hardy', 'Ron Perlman', 'Shannon Cochran', 'Dina Meyer', 'Kate Mulgrew', 'Wil Wheaton', 'Whoopi Goldberg', 'Stuart Baird', 'Alan Dale', 'Bryan Singer', 'David Ralphe']",Stuart Baird,60000000.0,67312826.0,1.1218804333333334
The Gunman,2015-02-16,2015,11.429831,397.0,5.5,"['Sean Penn', 'Jasmine Trinca', 'Javier Bardem', 'Ray Winstone', 'Mark Rylance', 'Idris Elba', 'Peter Franzén', 'Billy Billingham', 'Daniel Adegboyega', 'Ade Oyefeso', 'Sarah Moyle', 'Rachel Lascar', 'Mark Schardan', 'Carla Pérez', 'Prasanna Puwanarajah', 'Annick Weerts', 'Dacio Caballero', 'Cuco Usín', 'Òscar Foronda', 'Angela Fuente', 'Melina Matthews', 'David Blakeley', 'Miquel Àngel Ripeu', 'Txiki Blasi', 'Alito Rodgers', 'San Yélamos', 'Paulina Boneva', 'Ancuta Breaban']",Pierre Morel,40000000.0,13644292.0,0.3411073
The Usual Suspects,1995-07-19,1995,16.302466,3334.0,8.1,"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri', 'Kevin Pollak', 'Pete Postlethwaite', 'Kevin Spacey', 'Suzy Amis', 'Giancarlo Esposito', 'Benicio del Toro', 'Dan Hedaya', 'Paul Bartel', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Morgan Hunter', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert']",Bryan Singer,6000000.0,23341568.0,3.890261333333333
Lawless,2012-08-29,2012,7.968423,1055.0,6.8,"['Shia LaBeouf', 'Tom Hardy', 'Guy Pearce', 'Jessica Chastain', 'Mia Wasikowska', 'Dane DeHaan', 'Noah Taylor', 'Jason Clarke', 'Lew Temple', 'Gary Oldman', 'Marcus Hester', 'Bill Camp', 'Alex Van', 'Tim Tolin', 'Chris McGarry', 'Mark Ashworth', 'Tom Proctor', 'Bruce McKinnon', 'Eric Mendenhall', 'Toni Byrd']",John Hillcoat,26000000.0,53676580.0,2.064483846153846
XIII,2008-09-24,2008,2.947094,43.0,5.9,"['Stephen Dorff', 'Caterina Murino', 'Val Kilmer', 'Greg Bryk', 'Stephen McHattie', 'Lucinda Davis', 'Jonathan Higgins', 'Ted Atherton', 'John Bourgeois', 'Jessalyn Gilsig', 'Mimi Kuzyk', 'Cedric Smith', 'Barbara Gordon', 'Luke Vitale', 'Gouchy Boy']",Duane Clark,21000000.0,0.0,0.0
The Swan Princess Christmas,2012-11-05,2012,1.647024,17.0,6.0,"['James Arrington', 'Maxine Blue', 'G.K. Bowes', 'Elle Deets', 'Joseph Medrano', 'Jennifer Miller', 'David Lodge', 'Catherine Lavine', 'James Clayton', 'Gardner Jaas', 'Doug Stone', 'Brian Nissen', 'Gabriela Miller', 'Catherine Parks', 'Ashley Spain', 'Joseph Van De Yacht', 'Laura Bailey']",Richard Rich,40000000.0,0.0,0.0
The Gene Generation,2007-01-01,2007,3.601497,33.0,4.7,"['Bai Ling', 'Alec Newman', 'Parry Shen', 'Faye Dunaway', 'Ethan Cohn', 'Michael Shamus Wiles', 'Daniel Zacapa', 'Robert David Hall', 'Nils Allen Stewart', 'Tom Choi', 'Jennifer Chu']",Pearry Reginald Teo,2500000.0,0.0,0.0
Married to the Mob,1988-08-19,1988,5.611184,67.0,5.8,"['Michelle Pfeiffer', 'Matthew Modine', 'Oliver Platt', 'Alec Baldwin', 'Dean Stockwell', 'Mercedes Ruehl', 'Joan Cusack', 'Colin Quinn', 'Ellen Foley', 'O-Lan Jones', 'Nancy Travis', 'Joe Spinell', 'Charles Napier', 'Gary Goetzman', 'Todd Solondz', 'Paul Lazar', 'Al Lewis', 'Frank Ferrara', 'Trey Wilson', 'David Johansen', 'Tracey Walter', 'Chris Isaak', 'Kenneth Utt', 'Roma Maffia', 'Marlene Willoughby']",Jonathan Demme,10000000.0,21486757.0,2.1486757
RoboCop,1987-07-17,1987,13.485583,1494.0,7.1,"['Peter Weller', 'Nancy Allen', 'Ronny Cox', 'Kurtwood Smith', 'Miguel Ferrer', 'Ray Wise', 'Felton Perry', 'Paul McCrane', 'Jesse D. Goins', 'Robert DoQui', ""Dan O'Herlihy"", 'Sage Parker', 'Stephen Berrier', 'John S. Davies', 'Tyress Allen', 'Yolanda Williams', 'Ken Page', 'Charles Carroll', 'Gregory Poudevigne', 'Gene Wolande', 'Fred Hice', 'Michael Gregory', 'Lee de Broux', 'Rick Lieberman', 'Calvin Jung', 'Del Zamora', 'Karen Radcliffe', 'Darryl Cox', 'Jerry Haynes', 'Bill Schockley', 'Donna Keegan', 'Mike Moroff', 'Marjorie Rynearson', 'Jo Livingston', 'Joan Pirkle', 'Diane Robin', 'Adrianne Sachs', 'Maarten Goslins', 'Angie Bolling', 'Jason Levine', 'S.D. Nemeth', 'Bill Farmer', 'Michael Hunter', 'Spencer Prokop', 'L.J. King', 'David Packer', 'Leeza Gibbons', 'Mario Machado', 'Laird Stuart', 'Neil Summers', 'Edward Edwards']",Paul Verhoeven,13000000.0,53000000.0,4.076923076923077
Theodore Rex,1995-12-14,1995,2.583686,17.0,3.6,"['Whoopi Goldberg', 'George Newbern', 'Richard Roundtree', 'Carol Kane', 'Armin Mueller-Stahl', 'Juliet Landau', 'Bud Cort', 'Joe Dallesandro', 'Stephen McHattie', 'Peter MacKenzie']",Jonathan R. Betuel,33500000.0,0.0,0.0
We Are The Nobles,2013-03-28,2013,3.938691,86.0,6.9,"['Gonzalo Vega', 'Karla Souza', 'Luis Gerardo Méndez', 'Juan Pablo Gil', 'Ianis Guerrero', 'Mario Haddad', 'Carlos Gascón', 'Alberto Zeni', 'Francisco Aguirre', 'Carlos Alazraki Grossman', 'Gary Alazraki', 'Mark Alazraki', 'Richie Mestre', 'Marcela Guirado', 'Mary Paz Mata', 'Mariana Braun', 'Cynthia Alazraki', 'Octavio Castro', 'Ana Karina Guevara', 'Adriana Nieto', 'Mariana Villalvazo Martin', 'Mossy Santini']",Gary Alazraki,2000000.0,0.0,0.0
Creed,2015-11-25,2015,33.449723,1963.0,7.3,"['Michael B. Jordan', 'Sylvester Stallone', 'Graham McTavish', 'Tessa Thompson', 'Phylicia Rashād', 'Hans Marrero', 'Will Blagrove', 'Tony Bellew', 'Ritchie Coster', ""Jacob 'Stitch' Duran"", 'Malik Bazille', 'Wood Harris', 'Gabe Rosado', 'Buddy Osborn', 'Rupal Pujara', 'Liev Schreiber', 'Andre Ward', ""Ricardo 'Padman' McGill"", 'Brian Anthony Wilson', 'Joey Eye', 'Johanna Tolentino', 'Tone Trump', 'Kash Goins', 'Michael Barker', ""Clare O'Malley"", 'Kevin King Templeton', 'Roy James Wilson', 'Mauricio Ovalle', 'Mark Smith', 'Josue Rivera', 'Derrick Webster', 'Manny Ayala', 'Anthony Martins', 'Ricardo Vera', 'Shawn Clark', 'Christian D. Ellison', 'Frank Pesce', 'Robert Sale', 'Richard Lyntton', 'Kathleen M. Deegan', 'Marquise Noel', 'Elvis Grant', 'Max Kellerman', 'Jim Lampley', 'Michael Buffer', 'Michael Wilbon', 'Tony Kornheiser', 'Hannah Storm', 'Alex Henderson', 'Khareem Hinton', 'Noah Coogler', 'Nelson Bonilla', 'Troy Faruk', 'Angela Davis', 'Claire Bronson', 'Deborah Ingersoll', 'Robert Douglas', 'Troy K. Weston', 'Ludwig Göransson', 'Moses Sumney', 'Kenneth Martin', 'Jermaine Holt', 'Horace Knight', 'Sli Lewis', 'Brionna Maria Lynch', 'Jalil Jay Lynch', 'Zedric Harris', 'Christopher Jon Gombos', 'Jeff Ward', 'Terry Lee Fields II', 'Chandra Anderson', 'Maria Breyman', 'Stephanie Damiano', 'Kerry Dutka']",Ryan Coogler,37000000.0,173567581.0,4.691015702702702
